Latitude,Longitude
50.03447835985049,-110.704528763703
50.03447828489303,-110.7045333739175
50.03447835985049,-110.704528763703
50.03447844080956,-110.7045237843636
50.034478417030016,-110.70452524691028
50.034478417030016,-110.70452524691028
50.034478417030016,-110.70452524691028
50.03447852214258,-110.70451878202438
50.03447844873389,-110.70452329698223
50.03447836192286,-110.70452863624314
50.03447836192286,-110.70452863624314
50.03447828489303,-110.7045333739175
50.03447828489303,-110.7045333739175
50.03447844873389,-110.70452329698223
50.03447844873389,-110.70452329698223
50.03447844873389,-110.70452329698223
50.03447836192286,-110.70452863624314
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.03447812028779,-110.70454349786546
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.034478215294655,-110.70453765452406
50.0344782017666,-110.70453848655899
50.034477999522636,-110.70455092545438
50.034477999522636,-110.70455092545438
50.03447823734993,-110.70453629802753
50.03447823734993,-110.70453629802753
50.03447834667949,-110.70452957377763
50.034478188579094,-110.704539297649
50.034477978106324,-110.7045522426522
50.034477978106324,-110.7045522426522
50.034477978106324,-110.7045522426522
50.034477978106324,-110.7045522426522
50.034477955423114,-110.7045536377694
50.03447794252696,-110.70455443093984
50.03447794252696,-110.70455443093984
50.03447794252696,-110.70455443093984
50.03447822493529,-110.70453706158264
50.03447816876449,-110.70454051633442
50.03447794252696,-110.70455443093984
50.03447794252696,-110.70455443093984
50.03447794252696,-110.70455443093984
50.03447794252696,-110.70455443093984
50.03447794252696,-110.70455443093984
50.034478006473826,-110.70455049792564
50.03447815209978,-110.70454154128775
50.03447815209978,-110.70454154128775
50.03447818780495,-110.70453934526218
50.03447818780495,-110.70453934526218
50.03447815124429,-110.7045415939038
50.03447824057114,-110.70453609990899
50.03447824057114,-110.70453609990899
50.03447824057114,-110.70453609990899
50.03447824057114,-110.70453609990899
50.034478193409285,-110.70453900057068
50.034478277874946,-110.70453380556057
50.03447855720981,-110.7045166252351
50.03447855720981,-110.7045166252351
50.0344786946466,-110.7045081722663
50.03447851089976,-110.704519473507
50.03447851089976,-110.704519473507
50.03447836831847,-110.70452824288506
50.03447836831847,-110.70452824288506
50.034478421525186,-110.70452497043748
50.034478421525186,-110.70452497043748
50.0344785402507,-110.70451766829503
50.03447868623039,-110.70450868990032
50.03447868623039,-110.70450868990032
50.03447850010314,-110.70452013754694
50.03447838415081,-110.70452726912625
50.03447839461183,-110.70452662572725
50.03447837125002,-110.70452806258193
50.03447837125002,-110.70452806258193
50.03447836395396,-110.70452851132153
50.03447836395396,-110.70452851132153
50.034478450489274,-110.70452318901825
50.034478450489274,-110.70452318901825
50.034478421525186,-110.70452497043748
50.03447852238804,-110.70451876692697
50.03447852238804,-110.70451876692697
50.03447855517828,-110.70451675018292
50.03447852238804,-110.70451876692697
50.03447852238804,-110.70451876692697
50.03447856543225,-110.70451611951843
50.034478585398276,-110.70451489152013
50.03447851292784,-110.70451934877124
50.03447839538909,-110.70452657792272
50.03447851292784,-110.70451934877124
50.03447851292784,-110.70451934877124
50.034478585398276,-110.70451489152013
50.03447856543225,-110.70451611951843
50.03447862449047,-110.7045124871781
50.03447862449047,-110.7045124871781
50.03447862449047,-110.7045124871781
50.034478566785644,-110.70451603627889
50.034478597407485,-110.70451415290077
50.034478542549174,-110.70451752692864
50.034478542549174,-110.70451752692864
50.034478542549174,-110.70451752692864
50.03447843988726,-110.704523841089
50.03447826171182,-110.70453479966385
50.03447837497285,-110.70452783361134
50.034478253931184,-110.70453527820743
50.034478214003414,-110.70453773394097
50.03447817175992,-110.70454033210214
50.03447806460477,-110.70454692261617
50.03447757365236,-110.70457711835355
50.03447772443432,-110.70456784459853
50.03447772443432,-110.70456784459853
50.034477994936495,-110.70455120752251
50.034477870530786,-110.70455885902194
50.03447793886925,-110.70455465590487
50.034478072807254,-110.70454641812725
50.03447823259458,-110.70453659050266
50.034478295078486,-110.70453274746666
50.03447855345399,-110.70451685623449
50.03447885291462,-110.70449843808576
50.03447915501709,-110.70447985745227
50.03447911261225,-110.70448246553651
50.03447933559994,-110.70446875081062
50.03447921262765,-110.70447631414876
50.034478566034714,-110.7045160824645
50.03447875593223,-110.70450440293052
50.03447836280445,-110.70452858202154
50.03447813135653,-110.704542817089
50.03447811517804,-110.7045438121374
50.0344782377627,-110.70454548609264
50.034478402269755,-110.7045352978904
50.03447827483241,-110.70453399268975
50.03447862257768,-110.70452165384513
50.034478435563265,-110.70452410703373
50.03447872232047,-110.70451547660396
50.034478636174505,-110.70452081177032
50.03447873535495,-110.7045146693564
50.034478594784595,-110.70452337511799
50.03447876915367,-110.70451257614393
50.03447888518888,-110.70450538988602
50.03447844776001,-110.7045324806012
50.0344781944056,-110.70454817127154
50.034478061445256,-110.70455640573232
50.03447829081296,-110.70454220059943
50.03447844911916,-110.70453239642669
50.03447875335936,-110.70451355431285
