Latitude,Longitude
50.034486140985386,-110.70408646763568
50.03448619497724,-110.70408300349757
50.03448600383977,-110.70408894184027
50.03448591032015,-110.70409489921897
50.03448591032015,-110.70409489921897
50.03448511956362,-110.70414527192493
50.03448353700808,-110.70423873340702
50.03448353700808,-110.70423873340702
50.03448490988574,-110.70414526389003
50.03448490988574,-110.70414526389003
50.034485215891145,-110.70412604542044
50.034485215891145,-110.70412604542044
50.03448500462319,-110.70413931396617
50.0344847922017,-110.70415265495909
50.0344847922017,-110.70415265495909
50.0344847922017,-110.70415265495909
50.0344847922017,-110.70415265495909
50.03448534687666,-110.70411781896128
50.034485157816455,-110.70412969276364
50.03448490988574,-110.70414526389003
50.03448549605994,-110.70410844960239
50.03448563276489,-110.70409986393753
50.03448563839375,-110.70409951042107
50.034485542736924,-110.70410551808503
50.03448576796477,-110.70409137279749
50.034485820810374,-110.70408805386393
50.03448592554449,-110.7040814761064
50.03448577173488,-110.70409113601842
50.034485759616004,-110.70408572818815
50.034485749501286,-110.70408635899238
50.034485749501286,-110.70408635899238
50.03448575122182,-110.70408625169115
50.03448578546708,-110.70408411598633
50.034485760393935,-110.7040856796724
50.034485746297314,-110.70408655880802
50.03448569787058,-110.70408957893981
50.034485669500775,-110.70409134822201
50.034485696440655,-110.70408966811704
50.034485696440655,-110.70408966811704
50.03448569764701,-110.70408959288278
50.03448569439912,-110.70408979543733
50.03448571366707,-110.70408859379228
50.034485724431384,-110.70408792247599
50.03448570555249,-110.7040890998578
50.03448570096353,-110.70408938604812
50.03448567456031,-110.70409103268437
50.03448563295255,-110.70409362755093
50.034485630956056,-110.70409375206263
50.03448563081843,-110.7040937606454
50.03448563295255,-110.70409362755093
50.03448563676538,-110.7040933897638
50.03448559609538,-110.7040959261474
50.03448565438743,-110.70409229076535
50.03448564199363,-110.70409306370432
50.03448564199363,-110.70409306370432
50.03448564199363,-110.70409306370432
50.03448564199363,-110.70409306370432
50.03448564199363,-110.70409306370432
50.03448564199363,-110.70409306370432
50.034485610673606,-110.7040950169768
50.03448557237511,-110.70409740546165
50.03448560694957,-110.70409524922619
50.03448560089432,-110.70409562686159
50.034485567406044,-110.7040977153572
50.034485590123325,-110.70409629859478
50.03448557837632,-110.70409703119653
50.0344856359288,-110.70409344193736
50.03448561564066,-110.70409470720644
50.03448561564066,-110.70409470720644
50.03448561564066,-110.70409470720644
50.0344856359288,-110.70409344193736
50.0344856359288,-110.70409344193736
50.03448559515752,-110.70409598463726
50.03448559515752,-110.70409598463726
50.03448559515752,-110.70409598463726
50.03448559515752,-110.70409598463726
50.03448555998723,-110.70409817803117
50.03448557999571,-110.70409693020326
50.034485585513515,-110.7040965860852
50.034485639918465,-110.70409319312216
50.034485680454914,-110.70409066506738
50.034485622172994,-110.70409429981783
50.03448563359572,-110.70409358743976
50.034485690481674,-110.70409003974883
50.034485708668754,-110.70408890551205
50.03448571172173,-110.70408871511334
50.03448566858557,-110.7040914052988
50.03448561702372,-110.70409462095202
50.03448557412481,-110.70409729634157
50.03448548522805,-110.70410284038562
50.034485422763254,-110.70410673600111
50.034485427955694,-110.70410641217472
50.03448548616949,-110.70410278167326
50.03448554484585,-110.70409912232331
50.03448563446349,-110.70409353332114
50.034485684409304,-110.7040904184519
50.03448567155807,-110.70409121991857
50.03448567248303,-110.70409116223381
50.03448566556167,-110.7040915938845
50.0344856479699,-110.70409269099439
50.03448561288957,-110.70409487877825
50.034485594760895,-110.70409600937279
50.03448559860335,-110.70409576973836
50.03448559954966,-110.70409571072149
50.03448564134598,-110.70409310409484
50.034485677129396,-110.70409087246342
50.034485709193994,-110.7040888727553
50.03448571112531,-110.70408875230854
50.03448577243405,-110.70408492879069
50.03448578188255,-110.70408433953524
50.034485780867904,-110.70408440281368
50.03448576246025,-110.70408555080668
50.03448566770168,-110.70409146042246
50.03448545156819,-110.70409872282791
50.03448547832446,-110.70409706576635
50.03448554252243,-110.70409308987685
50.034485551211894,-110.70409255172359
50.034485559287305,-110.70409205159986
50.034485551211894,-110.70409255172359
50.034485491893925,-110.70409622538652
50.03448546599262,-110.70409782949878
50.034485422394695,-110.7041005295922
50.03448540440838,-110.70410164351551
50.034485509323645,-110.70409514593428
50.03448550265947,-110.70409555865777
50.03448559365473,-110.70408992316672
50.03448554315063,-110.70409305097125
50.03448554934248,-110.70409266749974
50.0344854102773,-110.70410128004312
50.03448536457608,-110.70410411039748
50.03448524882324,-110.70411127916839
50.03448519721658,-110.70411447525618
50.03448526784662,-110.70411010101769
50.03448543320087,-110.70409986034711
50.034485478156995,-110.7040970761381
50.034485491199455,-110.70409626839627
50.03448544308085,-110.70409924846372
50.03448541819287,-110.70410078981809
50.034485606067136,-110.70408915444484
50.03448565001131,-110.70408643290709
50.03448568740229,-110.70408411722063
50.03448559795423,-110.70408965689117
50.03448539615256,-110.70410215481216
50.034485268229034,-110.7041100773344
50.03448528240334,-110.7041091994956
50.03448529172797,-110.7041086220052
50.034485285093346,-110.70410903289869
50.03448525502031,-110.70411089537315
50.03448529179735,-110.7041086177082
50.034485211889184,-110.70411356655701
50.03448519461833,-110.70411463617084
50.03448512896644,-110.70411870210414
50.03448503247906,-110.7041246777319
50.03448493730929,-110.70413057175783
50.034484833690634,-110.70413698903786
50.03448493448076,-110.7041307469336
50.03448475959574,-110.70414157786061
50.03448483863407,-110.70413668288234
50.03448486850048,-110.70413483320478
50.03448486850048,-110.70413483320478
50.03448479779086,-110.70413921237181
50.034484788110284,-110.70413981190639
50.03448523377561,-110.70411221109354
50.03448499655598,-110.70412690250937
50.03448502905703,-110.70412488966404
50.034485350397205,-110.70410498851946
50.03448512641326,-110.7041188602267
50.03448497180927,-110.7041284351154
50.03448491392579,-110.70413201993799
50.03448491392579,-110.70413201993799
50.03448497180927,-110.7041284351154
50.03448493148139,-110.7041309326897
50.03448493148139,-110.7041309326897
50.03447815728681,-110.704541222262
50.03447815728681,-110.704541222262
50.03447813163636,-110.70454279987806
50.034478039129525,-110.70454848945624
50.03447801521918,-110.70454996004791
50.034477899995935,-110.70455704678515
50.03447783432464,-110.70456108585955
50.03447776602599,-110.70456528652753
50.03447764277765,-110.70457286684328
50.03447753677659,-110.70457938637603
50.03447750894248,-110.70458109829674
50.03447750894248,-110.70458109829674
50.034478126125535,-110.70454313881791
50.034478126125535,-110.70454313881791
50.034478142187474,-110.70454215093812
50.034478142187474,-110.70454215093812
50.03447826319294,-110.70453470856877
50.03447826319294,-110.70453470856877
50.03447826319294,-110.70453470856877
50.03447826319294,-110.70453470856877
50.03447833663577,-110.7045301915104
50.03447833663577,-110.7045301915104
50.03447833663577,-110.7045301915104
50.03447833663577,-110.7045301915104
50.034478270054365,-110.70453428656063
50.03447816081963,-110.70454100497811
50.03447816081963,-110.70454100497811
50.03447816081963,-110.70454100497811
50.034478421525186,-110.70452497043748
50.03447826012005,-110.70453489756478
50.0344781771047,-110.70454000337465
50.03447826012005,-110.70453489756478
50.03447816081963,-110.70454100497811
50.03447816081963,-110.70454100497811
50.03447817364739,-110.70454021601431
50.03447829294485,-110.70453287869495
50.03447823467282,-110.70453646268153
50.03447829294485,-110.70453287869495
50.03447829294485,-110.70453287869495
50.03447829294485,-110.70453287869495
50.03447829294485,-110.70453287869495
50.03447829294485,-110.70453287869495
50.03447829294485,-110.70453287869495
50.03447833102882,-110.70453053636287
50.034478417030016,-110.70452524691028
50.034478417030016,-110.70452524691028
